HUC,REF_SITE_NO,DATE,COUNTY,PROJECT,WATERWAY,COMMONLOC,ROAD_NO,RIVER_BASIN,STATE,LATITUDE,LONGITUDE,COLLECTORS,SITE_COMMENTS,SCI_NAME,SCI_CLEAN
,0912-109,27/09/2012,New Castle,,White Clay Ck.,Thompson,Chambers Rock Rd.,ATL:Delaware,DE,39.7328,-75.7592,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,ANSP-A15426,5/20/1969,New Castle,,Sunset Lake,4.5 miles S of Newark,,ATL:Delaware,DE,39.6247,-75.7256,"RICHARSON, J.W.",,Menetus dilatatus,Menetus dilatatus
,105218,11/08/11,New Castle,DNREC 1111010-041,Trib White Clay Crk. ,,300m E of Marrows Rd.,ATL:Delaware,DE,39.6706,-75.7243,EPA,,Menetus dilatatus,Menetus dilatatus
,112662,10/18/11,New Castle,DNREC 1110016-009,Gravelly Run,,950m S of Fords Corner Rd. (Rd. 98),ATL:Delaware,DE,39.1811,-75.7221,DE- DNREC,,Menetus dilatatus,Menetus dilatatus
,0912-113,27/09/2012,New Castle,,Lums Pond,Lums Pond State Park,,ATL:Delaware,DE,39.5527,-75.7191,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,0912-110,27/09/2012,New Castle,,Becks Pond,5 km S of Brookside,Salem Church Rd.,ATL:Delaware,DE,39.6245,-75.7025,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,0912-112,27/09/2012,New Castle,,Noxontown Lake,3.5 km SE of Middletown,Noxontown Rd.,ATL:Delaware,DE,39.4332,-75.6830,R. T. Dillon,By kayak,Menetus dilatatus,Menetus dilatatus
,105223,11/10/11,New Castle,DNREC 1111010-019,Mill Creek,,Delcastle Recreation Area,ATL:Delaware,DE,39.7464,-75.6776,EPA,,Menetus dilatatus,Menetus dilatatus
,106402,10/24/06,New Castle,DNREC 0610051-018,Little Mill Creek,,340 meters NE of Rt. 34,ATL:Delaware,DE,39.7505,-75.6159,Robin Tyler,,Menetus dilatatus,Menetus dilatatus
,104105,11/15/06,New Castle,DNREC 0611017-010,Wilson Run,,Winterthur,ATL:Delaware,DE,39.8061,-75.6040,EPA,,Menetus dilatatus,Menetus dilatatus
,106281,10/26/11,New Castle,DNREC 1110018-051,Little Mill Creek,,DuPont Rd.,ATL:Delaware,DE,39.7351,-75.5863,DRBC,,Menetus dilatatus,Menetus dilatatus
,0912-107,27/09/2012,New Castle,,Brandywine Ck.,2 km NW of Talleyville,DE 92,ATL:Delaware,DE,39.8167,-75.5690,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,104101,11/15/06,New Castle,DNREC 0611017-013,Husband's Run,,Rockland Rd. (Rd. 232),ATL:Delaware,DE,39.7857,-75.5618,EPA,,Menetus dilatatus,Menetus dilatatus
,106412,11/08/11,New Castle,DNREC 1111010-047,Iron Hill Run,,400m S of Bartley Dr.,ATL:Delaware,DE,39.6217,-75.7702,EPA,,Physa acuta,Physa acuta
,0912-109,27/09/2012,New Castle,,White Clay Ck.,Thompson,Chambers Rock Rd.,ATL:Delaware,DE,39.7328,-75.7592,R. T. Dillon,,Physa acuta,Physa acuta
,0912-111,27/09/2012,New Castle,,Back Ck,3.5 km W of Mt. Pleasant,De 15,ATL:Chesapeake,DE,39.5103,-75.7527,R. T. Dillon,,Physa acuta,Physa acuta
,ANSP-A15420,5/20/1969,New Castle,,Sunset Lake,4.5 miles S of Newark,,ATL:Delaware,DE,39.6247,-75.7256,"RICHARSON, J.W.",,Physa acuta,Physa acuta
,0912-108,27/09/2012,New Castle,,trib of Middle Run,Middle Run Valley Natural Area Birding Trail,,ATL:Delaware,DE,39.7160,-75.7234,R. T. Dillon,,Physa acuta,Physa acuta
,112662,10/18/11,New Castle,DNREC 1110016-009,Gravelly Run,,950m S of Fords Corner Rd. (Rd. 98),ATL:Delaware,DE,39.1811,-75.7221,DE- DNREC,,Physa acuta,Physa acuta
,0912-113,27/09/2012,New Castle,,Lums Pond,Lums Pond State Park,,ATL:Delaware,DE,39.5527,-75.7191,R. T. Dillon,,Physa acuta,Physa acuta
,,16NOV1997,New Castle,DMNH207160,,"Middletown Cemetery, N side at, Frogtown Crossing nr jct Hwy 71 & Rd 427",,ATL:,DE,39.4621,-75.7184,Pearce&Doolittl,,Physa acuta,Physa acuta
,,27JUN1973,New Castle,DMNH125238,,"Glasgow, East Pond, KOA Camp",,ATL:,DE,39.6080,-75.7170,Harris,,Physa acuta,Physa acuta
,0912-110,27/09/2012,New Castle,,Becks Pond,5 km S of Brookside,Salem Church Rd.,ATL:Delaware,DE,39.6245,-75.7025,R. T. Dillon,,Physa acuta,Physa acuta
,105051,11/15/06,New Castle,DNREC 0611017-012,Mill Creek,,Evanson Rd. (Rd. 285),ATL:Delaware,DE,39.7829,-75.7016,EPA,,Physa acuta,Physa acuta
,105207,11/15/06,New Castle,DNREC 0611027-017,Pike Creek,,Old Coach Rd. (Rd. 316),ATL:Delaware,DE,39.7149,-75.6959,Ellen Dickey,,Physa acuta,Physa acuta
,0912-112,27/09/2012,New Castle,,Noxontown Lake,3.5 km SE of Middletown,Noxontown Rd.,ATL:Delaware,DE,39.4332,-75.6830,R. T. Dillon,By kayak,Physa acuta,Physa acuta
,105223,11/10/11,New Castle,DNREC 1111010-019,Mill Creek,,Delcastle Recreation Area,ATL:Delaware,DE,39.7464,-75.6776,EPA,,Physa acuta,Physa acuta
,ANSP-A15175,01/01/1956,New Castle,,Red Clay Creek,"1000 feet below Pennsylvania State Line, Just W of Route 82 1 mile above Yorklyn Red Clay Creek, Yorklyn",,ATL:Delaware,DE,39.8081,-75.6758,BATES,,Physa acuta,Physa acuta
,105151,11/15/06,New Castle,DNREC 0611015-025,White Clay Creek,,Below USGS gaging staion,ATL:Delaware,DE,39.6989,-75.6726,Ellen Dickey,,Physa acuta,Physa acuta
,110011,10/17/11,New Castle,DNREC 1110016-006,Blackbird Creek,,Blackbird Station Rd. (Rd. 463),ATL:Delaware,DE,39.3663,-75.6694,DE- DNREC,,Physa acuta,Physa acuta
,104102,10/17/06,New Castle,DNREC 0610050-019,Trib Brandywine,,Montchanin Rd. (Rt. 100),ATL:Delaware,DE,39.8357,-75.5988,Ellen Dickey,,Physa acuta,Physa acuta
,,8NOV1997,New Castle,DMNH207938,,"Brown Park,  near RR tracks",,ATL:,DE,39.7577,-75.5742,Pearce,,Physa acuta,Physa acuta
,0912-107,27/09/2012,New Castle,,Brandywine Ck.,2 km NW of Talleyville,DE 92,ATL:Delaware,DE,39.8167,-75.5690,R. T. Dillon,,Physa acuta,Physa acuta
,104101,11/15/06,New Castle,DNREC 0611017-013,Husband's Run,,Rockland Rd. (Rd. 232),ATL:Delaware,DE,39.7857,-75.5618,EPA,,Physa acuta,Physa acuta
,,AUG1971,New Castle,DMNH044086,,"Wilmington, Brandywine Creek at, fish ladder below Augustine Bridge",,ATL:,DE,39.7603,-75.5565,Witt & Murphy,,Physa acuta,Physa acuta
,102105,10/25/06,New Castle,DNREC 0610051-019,Shellpot  Creek,,Wilson Road,ATL:Delaware,DE,39.7894,-75.5188,Ellen Dickey,,Physa acuta,Physa acuta
,,0AUG1971,New Castle,DMNH044371,,"Wilmington, Shellpot Run, Sellers Park",,ATL:,DE,39.7597,-75.5174,Witt,,Physa acuta,Physa acuta
,101102,10/25/11,New Castle,DNREC 1110018-037,South Branch Naaman Ck,,Harvey Mill Park,ATL:Delaware,DE,39.8190,-75.4954,DRBC,,Physa acuta,Physa acuta
,,4JAN1997,New Castle,DMNH207011,,"Brandywine Creek State Park, at Thompson Bridge, ca 8 km N of Wilmington",,ATL:,DE,39.8169,-75.5699,Pearce,,Planorbula armigera,Planorbula armigera
,,20OCT2001,New Castle,DMNH225232,,"Battery Park, 0.5 mi S Old New, Castle, Del. Division Fish & Wildlife",,ATL:,DE,39.6562,-75.5698,Pearce,,Planorbula armigera,Planorbula armigera
,0912-111,27/09/2012,New Castle,,Back Ck,3.5 km W of Mt. Pleasant,De 15,ATL:Chesapeake,DE,39.5103,-75.7527,R. T. Dillon,,Pleurocera virginica,Pleurocera virginica
,105212,10/26/11,New Castle,DNREC 1110018-023,Trib White Clay ,,Thompson Station Rd. (Rd. 307),ATL:Delaware,DE,39.7463,-75.7479,DE- DNREC,,Pleurocera virginica,Pleurocera virginica
,,21JUL2001,New Castle,DMNH224691,,"Rd 432, jct Black Cr.",,ATL:,DE,39.5060,-75.7464,Pearce,,Pomatiopsis lapidaria,Pomatiopsis lapidaria
,,4JAN1997,New Castle,DMNH207010,,"Brandywine Creek State Park, at Thompson Bridge, ca 8 km N of Wilmington",,ATL:,DE,39.8169,-75.5699,Pearce,,Pomatiopsis lapidaria,Pomatiopsis lapidaria
,0912-131,02/10/2012,Sussex,,Broad Ck.,Phillips Landing,end of 496,ATL:Chesapeake,DE,38.5651,-75.6687,R. T. Dillon,By kayak,Amnicola limosa,Amnicola limosa
,0912-121,29/09/2012,Sussex,,Nanticoke R.,Greenwood,De 16,ATL:Chesapeake,DE,38.8055,-75.5806,R. T. Dillon,,Amnicola limosa,Amnicola limosa
,304714,11/02/11,Sussex,DNREC 1110032-012,Nanticoke River ,,1.5km N of Beach Hgwy. (Rt. 16),ATL:Chesapeake,DE,38.8179,-75.5794,DE- DNREC,,Amnicola limosa,Amnicola limosa
,301051,11/08/10,Sussex,DNREC 1011004-019,Cedar Creek,,N. Old State Rd. (Rd. 213),ATL:Delaware,DE,38.8467,-75.4297,Robin Tyler,,Amnicola limosa,Amnicola limosa
,0912-122,29/09/2012,Sussex,,Cubbage Pond,6 km SE of Milford,Cubbage Pond Rd.,ATL:Delaware,DE,38.8652,-75.3903,R. T. Dillon,,Amnicola limosa,Amnicola limosa
,308511,11/08/11,Sussex,DNREC 1111016-006,McGee Ditch,,275m NW of Woods Br. Rd. (Rd. 321),ATL:Atlantic,DE,38.6687,-75.3631,DE- DNREC,,Amnicola limosa,Amnicola limosa
,308512,11/16/11,Sussex,DNREC 1111027-006,Cow Bridge Br,,1km S of Zoar Rd. (Rd. 48),ATL:Atlantic,DE,38.6320,-75.3139,DE- DNREC,,Amnicola limosa,Amnicola limosa
,316011,11/08/11,Sussex,DNREC 1111016-012,Gravelly Branch,,Coverdale Rd. (Rd. 525),ATL:Chesapeake,DE,38.6870,-75.5480,DE- DNREC,,Campeloma decisum,Campeloma decisum
,USNM-663985,26/06/1960,Sussex,,Trap Pond,,,ATL:,DE,38.5199,-75.4693,J. Sangster,,Campeloma decisum,Campeloma decisum
,0912-122,29/09/2012,Sussex,,Cubbage Pond,6 km SE of Milford,Cubbage Pond Rd.,ATL:Delaware,DE,38.8652,-75.3903,R. T. Dillon,,Campeloma decisum,Campeloma decisum
,313081,11/07/11,Sussex,DNREC 1110024-006,Cypress Branch,,300m S of Daisey Rd. (Rd. 417),ATL:Chesapeake,DE,38.4781,-75.3492,DE- DNREC,,Campeloma decisum,Campeloma decisum
,308512,11/16/11,Sussex,DNREC 1111027-006,Cow Bridge Br,,1km S of Zoar Rd. (Rd. 48),ATL:Atlantic,DE,38.6320,-75.3139,DE- DNREC,,Campeloma decisum,Campeloma decisum
,308092,10/19/10,Sussex,DNREC 1010023-011,Pepper Creek,,DuPont Blvd (Rt. 113),ATL:Atlantic,DE,38.5268,-75.2470,Ellen Dickey,,Campeloma decisum,Campeloma decisum
,0912-131,02/10/2012,Sussex,,Broad Ck.,Phillips Landing,end of 496,ATL:Chesapeake,DE,38.5651,-75.6687,R. T. Dillon,By kayak,Ferrissia fragilis,Ferrissia fragilis
,307414,10/25/11,Sussex,DNREC 1110024-012,Tussocky Branch,,140m N of Susan Beach Rd. (Rd. 509),ATL:Chesapeake,DE,38.5093,-75.6285,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,316011,11/08/11,Sussex,DNREC 1111016-012,Gravelly Branch,,Coverdale Rd. (Rd. 525),ATL:Chesapeake,DE,38.6870,-75.5480,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,304715,11/08/11,Sussex,DNREC 1111016-009,Baker Mill Branch,,550m NW of Baker Mill Rd.,ATL:Chesapeake,DE,38.6420,-75.5415,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,316091,11/09/11,Sussex,DNREC 1111016-015,Gravelly Branch,,670m below Collins Pond,ATL:Chesapeake,DE,38.7067,-75.5271,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,307417,10/26/11,Sussex,DNREC 1110024-018,Pepper Branch,,375 m S of Laurel Rd. (Rt. 24),ATL:Chesapeake,DE,38.5393,-75.4762,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,0912-125,01/10/2012,Sussex,,Layton-Vaughn Ditch,8 km W of Georgetown,Rum Bridge Rd. 484,ATL:Chesapeake,DE,38.6884,-75.4760,R. T. Dillon,,Ferrissia fragilis,Ferrissia fragilis
,0912-129,01/10/2012,Sussex,,Trap Pond (SE end),Trap Pond State Park,,ATL:Delaware,DE,38.5199,-75.4693,R. T. Dillon,By kayak,Ferrissia fragilis,Ferrissia fragilis
,319061,11/15/10,Sussex,DNREC 1011007-019,Sheepen Ditch,,Stockley Rd. (Rd. 432),ATL:Atlantic,DE,38.6058,-75.3576,Robin Tyler,,Ferrissia fragilis,Ferrissia fragilis
,313081,11/07/11,Sussex,DNREC 1110024-006,Cypress Branch,,300m S of Daisey Rd. (Rd. 417),ATL:Chesapeake,DE,38.4781,-75.3492,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,0912-128,01/10/2012,Sussex,,Pocomoke R.,2 km E of Gumboro,De 54,ATL:Chesapeake,DE,38.4720,-75.3413,R. T. Dillon,,Ferrissia fragilis,Ferrissia fragilis
,308527,11/07/11,Sussex,DNREC 1110024-028,Shoals Branch,,725m E of Lakeveiw Rd. (Rd. 412),ATL:Atlantic,DE,38.5815,-75.3407,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,309102,10/26/11,Sussex,DNREC 1110024-003,Wiley Branch Ditch,,Hudson Rd. (Rd. 407),ATL:Atlantic,DE,38.5599,-75.3240,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,304731,10/31/11,Sussex,DNREC 1110032-009,Toms Dam Branch,,1.4 km N of Tuckers Rd. (Rd. 597),ATL:Chesapeake,DE,38.5599,-75.3240,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,308524,11/16/11,Sussex,DNREC 1111027-009,Stockely Branch ,,900m E of Colony Rd. (Rd. 318),ATL:Atlantic,DE,38.6340,-75.3176,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,319141,12/12/11,Sussex,DNREC 1112019-021,Mirey Branch,,145m E of Bethesda Rd. ( Rd. 326),ATL:Atlantic,DE,38.6099,-75.3158,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,308512,11/16/11,Sussex,DNREC 1111027-006,Cow Bridge Br,,1km S of Zoar Rd. (Rd. 48),ATL:Atlantic,DE,38.6320,-75.3139,DE- DNREC,,Ferrissia fragilis,Ferrissia fragilis
,309031,11/15/10,Sussex,DNREC 1011007-017,Iron Branch,,Handy Rd. (Rd. 337),ATL:Atlantic,DE,38.5745,-75.2966,Ellen Dickey,,Ferrissia fragilis,Ferrissia fragilis
,308092,10/19/10,Sussex,DNREC 1010023-011,Pepper Creek,,DuPont Blvd (Rt. 113),ATL:Atlantic,DE,38.5268,-75.2470,Ellen Dickey,,Ferrissia fragilis,Ferrissia fragilis
,303232,11/03/10,Sussex,DNREC 1010040-021,Martin Branch,,Log Cabin Rd. (Rd. 247),ATL:Delaware,DE,38.7375,-75.2415,Robin Tyler,,Ferrissia fragilis,Ferrissia fragilis
,,12SEP1998,Sussex,DMNH210176a,,"E of Hearn's Pond, Rd 546 & Conrail, tracks cross Buck's Br, SW side of crossing",,ATL:,DE,38.6841,-75.6197,Pearce,,Gyraulus deflectus,Gyraulus deflectus
,,,Sussex,DMNH081476,,Milford,,ATL:,DE,38.9116,-75.4366,,Approx coords.,Gyraulus deflectus,Gyraulus deflectus
,,6APR1998,Sussex,DMNH216914,,Craigs Mill Pond,,ATL:,DE,38.6307,-75.6549,Fewlass,,Gyraulus parvus,Gyraulus parvus
,307414,10/25/11,Sussex,DNREC 1110024-012,Tussocky Branch,,140m N of Susan Beach Rd. (Rd. 509),ATL:Chesapeake,DE,38.5093,-75.6285,DE- DNREC,,Gyraulus parvus,Gyraulus parvus
,,12JUL1998,Sussex,DMNH207486,,"E Hearns Pond, Rd 546 & Conrail, tracks cross Bucks Branch,  SW side of Xing",,ATL:,DE,38.6841,-75.6197,Pearce,,Gyraulus parvus,Gyraulus parvus
,,12SEP1998,Sussex,DMNH216569,,"The Nature Conservancy's Middleford, North Preserve, Plot 10",,ATL:,DE,38.6736,-75.5524,Pearce,,Gyraulus parvus,Gyraulus parvus
,304715,11/08/11,Sussex,DNREC 1111016-009,Baker Mill Branch,,550m NW of Baker Mill Rd.,ATL:Chesapeake,DE,38.6420,-75.5415,DE- DNREC,,Gyraulus parvus,Gyraulus parvus
,0912-129,01/10/2012,Sussex,,Trap Pond (SE end),Trap Pond State Park,,ATL:Delaware,DE,38.5199,-75.4693,R. T. Dillon,By kayak,Gyraulus parvus,Gyraulus parvus
,0912-122,29/09/2012,Sussex,,Cubbage Pond,6 km SE of Milford,Cubbage Pond Rd.,ATL:Delaware,DE,38.8652,-75.3903,R. T. Dillon,,Gyraulus parvus,Gyraulus parvus
,0912-128,01/10/2012,Sussex,,Pocomoke R.,2 km E of Gumboro,De 54,ATL:Chesapeake,DE,38.4720,-75.3413,R. T. Dillon,,Gyraulus parvus,Gyraulus parvus
,0912-126,01/10/2012,Sussex,,Millsboro Pond,Millsboro,Gravel Hill Rd. 248,ATL:Atlantic,DE,38.5976,-75.2929,R. T. Dillon,,Gyraulus parvus,Gyraulus parvus
,,18OCT1998,Sussex,DMNH216477,,Chapel Branch at Rd. 22,,ATL:,DE,38.6935,-75.2564,Pearce,,Gyraulus parvus,Gyraulus parvus
,0912-123,29/09/2012,Sussex,,Red Mill Pond,Nassau,Pleasant Pond Way,ATL:Delaware,DE,38.7480,-75.2177,R. T. Dillon,,Gyraulus parvus,Gyraulus parvus
,302504,11/02/11,Sussex,DNREC 1110032-015,Marshyhope Creek,,850m S of Andrewsville Rd. (Rd. 30),ATL:Chesapeake,DE,38.8635,-75.6541,DE- DNREC,,Helisoma anceps,Helisoma anceps
,,6APR1998,Sussex,DMNH216913,,Craigs Mill Pond,,ATL:,DE,38.6307,-75.6549,Fewlass,,Helisoma trivolvis,Helisoma trivolvis
,0912-121,29/09/2012,Sussex,,Nanticoke R.,Greenwood,De 16,ATL:Chesapeake,DE,38.8055,-75.5806,R. T. Dillon,,Helisoma trivolvis,Helisoma trivolvis
,307211,10/20/10,Sussex,DNREC 1010023-012,Saunders Branch,,Little Hill Rd. (Rd. 62),ATL:Chesapeake,DE,38.5193,-75.4532,Ellen Dickey,,Helisoma trivolvis,Helisoma trivolvis
,313081,11/07/11,Sussex,DNREC 1110024-006,Cypress Branch,,300m S of Daisey Rd. (Rd. 417),ATL:Chesapeake,DE,38.4781,-75.3492,DE- DNREC,,Helisoma trivolvis,Helisoma trivolvis
,,16APR1999,Sussex,DMNH216323,,"Millville, Lord's Landscaping",,ATL:,DE,38.5483,-75.1100,Pearce,,Helisoma trivolvis,Helisoma trivolvis
,,,Sussex,DMNH081617,,"Seaford, Nanticoke River",,ATL:,DE,38.6391,-75.6108,,,Laevapex fuscus,Laevapex fuscus
,0912-131,02/10/2012,Sussex,,Broad Ck.,Phillips Landing,end of 496,ATL:Chesapeake,DE,38.5651,-75.6687,R. T. Dillon,By kayak,Littoridinops tenuipes,Littoridinops tenuipes
,302505,11/01/11,Sussex,DNREC 1110017-026,Marshyhope Creek,,1.3 km S of Hickman Rd. (Rt. 16),ATL:Chesapeake,DE,38.8201,-75.6881,DE- DNREC,,Lymnaea columella,Lymnaea columella
,302504,11/02/11,Sussex,DNREC 1110032-015,Marshyhope Creek,,850m S of Andrewsville Rd. (Rd. 30),ATL:Chesapeake,DE,38.8635,-75.6541,DE- DNREC,,Lymnaea columella,Lymnaea columella
,302503,10/24/11,Sussex,DNREC 1110017-006,Marshyhope Ditch,,600m N of Park Brown Rd. (Rd. 275,ATL:Chesapeake,DE,38.9467,-75.6295,DE- DNREC,,Lymnaea columella,Lymnaea columella
,,12SEP1998,Sussex,DMNH210177,,"E of Hearn's Pond, Rd 546 & Conrail, tracks cross Buck's Br, SW side of crossing",,ATL:,DE,38.6841,-75.6197,Pearce,,Lymnaea columella,Lymnaea columella
,304371,11/01/10,Sussex,DNREC 1010040-013,Clear Brook,,Cannon Rd. (Rt. 18),ATL:Chesapeake,DE,38.6949,-75.6024,Robin Tyler,,Lymnaea columella,Lymnaea columella
,304051,10/31/11,Sussex,DNREC 1110032-006,Bridgeville Branch,,Rt. 13,ATL:Chesapeake,DE,38.7449,-75.5943,DE- DNREC,,Lymnaea columella,Lymnaea columella
,0912-121,29/09/2012,Sussex,,Nanticoke R.,Greenwood,De 16,ATL:Chesapeake,DE,38.8055,-75.5806,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,304714,11/02/11,Sussex,DNREC 1110032-012,Nanticoke River ,,1.5km N of Beach Hgwy. (Rt. 16),ATL:Chesapeake,DE,38.8179,-75.5794,DE- DNREC,,Lymnaea columella,Lymnaea columella
,0912-125,01/10/2012,Sussex,,Layton-Vaughn Ditch,8 km W of Georgetown,Rum Bridge Rd. 484,ATL:Chesapeake,DE,38.6884,-75.4760,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,0912-129,01/10/2012,Sussex,,Trap Pond (SE end),Trap Pond State Park,,ATL:Delaware,DE,38.5199,-75.4693,R. T. Dillon,By kayak,Lymnaea columella,Lymnaea columella
,307211,10/20/10,Sussex,DNREC 1010023-012,Saunders Branch,,Little Hill Rd. (Rd. 62),ATL:Chesapeake,DE,38.5193,-75.4532,Ellen Dickey,,Lymnaea columella,Lymnaea columella
,301051,11/08/10,Sussex,DNREC 1011004-019,Cedar Creek,,N. Old State Rd. (Rd. 213),ATL:Delaware,DE,38.8467,-75.4297,Robin Tyler,,Lymnaea columella,Lymnaea columella
,308182,11/15/10,Sussex,DNREC 1011007-015,Shoals Branch,,Cross Key Rd. (Rd. 432),ATL:Atlantic,DE,38.5843,-75.3639,Robin Tyler,,Lymnaea columella,Lymnaea columella
,313081,11/07/11,Sussex,DNREC 1110024-006,Cypress Branch,,300m S of Daisey Rd. (Rd. 417),ATL:Chesapeake,DE,38.4781,-75.3492,DE- DNREC,,Lymnaea columella,Lymnaea columella
,0912-128,01/10/2012,Sussex,,Pocomoke R.,2 km E of Gumboro,De 54,ATL:Chesapeake,DE,38.4720,-75.3413,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,309102,10/26/11,Sussex,DNREC 1110024-003,Wiley Branch Ditch,,Hudson Rd. (Rd. 407),ATL:Atlantic,DE,38.5599,-75.3240,DE- DNREC,,Lymnaea columella,Lymnaea columella
,308512,11/16/11,Sussex,DNREC 1111027-006,Cow Bridge Br,,1km S of Zoar Rd. (Rd. 48),ATL:Atlantic,DE,38.6320,-75.3139,DE- DNREC,,Lymnaea columella,Lymnaea columella
,0912-126,01/10/2012,Sussex,,Millsboro Pond,Millsboro,Gravel Hill Rd. 248,ATL:Atlantic,DE,38.5976,-75.2929,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,308092,10/19/10,Sussex,DNREC 1010023-011,Pepper Creek,,DuPont Blvd (Rt. 113),ATL:Atlantic,DE,38.5268,-75.2470,Ellen Dickey,,Lymnaea columella,Lymnaea columella
,0912-123,29/09/2012,Sussex,,Red Mill Pond,Nassau,Pleasant Pond Way,ATL:Delaware,DE,38.7480,-75.2177,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,,15AUG1956,Sussex,DMNH000577,,"Rehobeth Bay, Grays Pt.",,ATL:,DE,38.5862,-75.1527,,Approx coords.,Lymnaea columella,Lymnaea columella
,,12JUL1998,Sussex,DMNH207487,,"E Hearns Pond, Rd 546 & Conrail, tracks cross Bucks Branch, SW side of crossing",,ATL:,DE,38.6841,-75.6197,Pearce,,Lymnaea humilis,Lymnaea humilis
,304371,11/01/10,Sussex,DNREC 1010040-013,Clear Brook,,Cannon Rd. (Rt. 18),ATL:Chesapeake,DE,38.6949,-75.6024,Robin Tyler,,Lymnaea humilis,Lymnaea humilis
,304051,10/31/11,Sussex,DNREC 1110032-006,Bridgeville Branch,,Rt. 13,ATL:Chesapeake,DE,38.7449,-75.5943,DE- DNREC,,Lymnaea humilis,Lymnaea humilis
,307151,10/20/10,Sussex,DNREC 1010023-016,Little Creek,,Saint George Rd. (Rd. 501),ATL:Chesapeake,DE,38.5220,-75.5794,Ellen Dickey,,Lymnaea humilis,Lymnaea humilis
,308519,12/12/11,Sussex,DNREC 1112019-015,Long Drain Ditch ,,1km SE of Rd. 433,ATL:Atlantic,DE,38.5873,-75.3431,DE- DNREC,,Lymnaea humilis,Lymnaea humilis
,308527,11/07/11,Sussex,DNREC 1110024-028,Shoals Branch,,725m E of Lakeveiw Rd. (Rd. 412),ATL:Atlantic,DE,38.5815,-75.3407,DE- DNREC,,Lymnaea humilis,Lymnaea humilis
,308271,11/16/10,Sussex,DNREC 1011007-012,Stockley Branch,,Colony Rd. (Rd. 318),ATL:Atlantic,DE,38.6343,-75.3258,Ellen Dickey,,Lymnaea humilis,Lymnaea humilis
,304731,10/31/11,Sussex,DNREC 1110032-009,Toms Dam Branch,,1.4 km N of Tuckers Rd. (Rd. 597),ATL:Chesapeake,DE,38.5599,-75.3240,DE- DNREC,,Lymnaea humilis,Lymnaea humilis
,308512,11/16/11,Sussex,DNREC 1111027-006,Cow Bridge Br,,1km S of Zoar Rd. (Rd. 48),ATL:Atlantic,DE,38.6320,-75.3139,DE- DNREC,,Lymnaea humilis,Lymnaea humilis
,0912-126,01/10/2012,Sussex,,Millsboro Pond,Millsboro,Gravel Hill Rd. 248,ATL:Atlantic,DE,38.5976,-75.2929,R. T. Dillon,,Lymnaea humilis,Lymnaea humilis
,308421,12/05/11,Sussex,DNREC 1112009-009,Bundicks Branch,,180m SE of Rd. 286,ATL:Atlantic,DE,38.7159,-75.2240,DE- DNREC,,Lymnaea humilis,Lymnaea humilis
,0912-131,02/10/2012,Sussex,,Broad Ck.,Phillips Landing,end of 496,ATL:Chesapeake,DE,38.5651,-75.6687,R. T. Dillon,By kayak,Lyogyrus granum,Lyogyrus granum
,307413,10/20/10,Sussex,DNREC 1010023-015,Holly Branch,,Delmar Rd. (Rt. 13A),ATL:Chesapeake,DE,38.5124,-75.5700,Ellen Dickey,,Lyogyrus granum,Lyogyrus granum
,316091,11/09/11,Sussex,DNREC 1111016-015,Gravelly Branch,,670m below Collins Pond,ATL:Chesapeake,DE,38.7067,-75.5271,DE- DNREC,,Lyogyrus granum,Lyogyrus granum
,301051,11/08/10,Sussex,DNREC 1011004-019,Cedar Creek,,N. Old State Rd. (Rd. 213),ATL:Delaware,DE,38.8467,-75.4297,Robin Tyler,,Lyogyrus granum,Lyogyrus granum
,0912-122,29/09/2012,Sussex,,Cubbage Pond,6 km SE of Milford,Cubbage Pond Rd.,ATL:Delaware,DE,38.8652,-75.3903,R. T. Dillon,,Lyogyrus granum,Lyogyrus granum
,308262,11/16/10,Sussex,DNREC 1011007-011,Peterkins Branch,,Peterkins Rd. (Rd. 317),ATL:Atlantic,DE,38.6582,-75.3248,Robin Tyler,,Lyogyrus granum,Lyogyrus granum
,319141,12/12/11,Sussex,DNREC 1112019-021,Mirey Branch,,145m E of Bethesda Rd. ( Rd. 326),ATL:Atlantic,DE,38.6099,-75.3158,DE- DNREC,,Lyogyrus granum,Lyogyrus granum
